filepath,cddd,smiles
../drug-diffuser-0717/datasets/LactMed/Terbutaline.jpg,,CC(C)(C)NCC(O)c1cc(O)cc(O)c1
../drug-diffuser-0717/datasets/LactMed/Chlorpheniramine.jpg,,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1
../drug-diffuser-0717/datasets/LactMed/Gatifloxacin.jpg,,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
../drug-diffuser-0717/datasets/LactMed/Paritaprevir.jpg,,Cc1cnc(C(=O)NC2CCCCC=CC(=O)C3CC3(NC(=O)C3CC3)Oc3nc(ccc3C)S(=O)(=O)c3ccccc3CN2)cn1
../drug-diffuser-0717/datasets/LactMed/radium-223.jpg,,CC1CC2CCCC2C(=O)O1
../drug-diffuser-0717/datasets/LactMed/Sulfur Hexafluoride.jpg,,FC(F)(F)S(F)(F)F
../drug-diffuser-0717/datasets/LactMed/Ribavirin.jpg,,NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1
../drug-diffuser-0717/datasets/LactMed/Tamoxifen.jpg,,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
../drug-diffuser-0717/datasets/LactMed/mesna.jpg,,O=[N+]([O-])SCCS(=O)(=O)[O-]
../drug-diffuser-0717/datasets/LactMed/Terazosin.jpg,,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC
../drug-diffuser-0717/datasets/LactMed/Vismodegib.jpg,,CS(=O)(=O)c1ccc(C(=O)Nc2cc(Cl)c(-c3ccccn3)c(Cl)c2)cc1
../drug-diffuser-0717/datasets/LactMed/Unoprostone.jpg,,CCCCCCCC(=O)CCC1C(O)CC(O)C1CC=CCCCC(=O)O
../drug-diffuser-0717/datasets/LactMed/pitolisant.jpg,,Clc1ccc(CCCOCCCN2CCCCC2)cc1
../drug-diffuser-0717/datasets/LactMed/Topotecan.jpg,,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
../drug-diffuser-0717/datasets/LactMed/Clonazepam.jpg,,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1
../drug-diffuser-0717/datasets/LactMed/Warfarin.jpg,,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O
../drug-diffuser-0717/datasets/LactMed/Methyclothiazide.jpg,,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O
../drug-diffuser-0717/datasets/LactMed/amdinocillin.jpg,,CC1(C)SC2C(N=CN3CCCCCC3)C(=O)N2C1C(=O)O
../drug-diffuser-0717/datasets/LactMed/leucovorin.jpg,,
../drug-diffuser-0717/datasets/LactMed/Carteolol.jpg,,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2
../drug-diffuser-0717/datasets/LactMed/eliglustat.jpg,,CCCCCCCC(=O)NC(CN1CCCC1)C(O)c1ccc2c(c1)OCCO2
../drug-diffuser-0717/datasets/LactMed/Maprotiline.jpg,,CNCCCC12CCC(c3ccccc31)c1ccccc12
../drug-diffuser-0717/datasets/LactMed/Calcipotriene.jpg,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(O)C2(C)CC2)CC(O)CC1O
../drug-diffuser-0717/datasets/LactMed/Nitrendipine.jpg,,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1
../drug-diffuser-0717/datasets/LactMed/Paliperidone.jpg,,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O
../drug-diffuser-0717/datasets/LactMed/Lamivudine.jpg,,Nc1ccn(C2CSC(CO)O2)c(=O)n1
../drug-diffuser-0717/datasets/LactMed/Lorazepam.jpg,,O=C1N=C(c2ccccc2Cl)c2cc(Cl)ccc2NC1O
../drug-diffuser-0717/datasets/LactMed/Technetium Tc 99m Pyrophosphate.jpg,,CP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-]
../drug-diffuser-0717/datasets/LactMed/Tedizolid.jpg,,Cn1nnc(-c2ccc(-c3ccc(N4CC(CO)OC4=O)cc3F)cn2)n1
../drug-diffuser-0717/datasets/LactMed/Chamomile.jpg,,O=c1cc(-c2ccc(O)cc2)oc2c(O)cc(O)cc12
../drug-diffuser-0717/datasets/LactMed/Stavudine.jpg,,Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O
../drug-diffuser-0717/datasets/LactMed/Levodopa.jpg,,NC(Cc1ccc(O)c(O)c1)C(=O)O
../drug-diffuser-0717/datasets/LactMed/Apraclonidine.jpg,,Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1
../drug-diffuser-0717/datasets/LactMed/Enfuvirtide.jpg,,
../drug-diffuser-0717/datasets/LactMed/Sarecycline.jpg,,CON(C)C1=C(O)C2Cc3c(CN(C)C)ccc(O)c3C(=O)C3=C(O)C(C(N)=O)C(=O)CC3C2(O)CC1
../drug-diffuser-0717/datasets/LactMed/Iron Dextran.jpg,,O=S(=O)(O)C(O)F
../drug-diffuser-0717/datasets/LactMed/Ertapenem.jpg,,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)Nc4cccc(C(=O)O)c4)C3)C(C)C12
../drug-diffuser-0717/datasets/LactMed/Iothalamate Sodium I 125.jpg,,CNC(=O)c1c([O-])c(C(N)=O)c(I)c(C(=O)NC)c1[O-]
../drug-diffuser-0717/datasets/LactMed/Tacrolimus.jpg,,C=CCC1CC(C)C(OC(=O)C2CCC(C)NC2=O)C(OC)CC(C)C=C(C)C(=O)N2CC(C)CCCCC(OC)C(O)C(C1)C2=O
../drug-diffuser-0717/datasets/LactMed/Lopinavir.jpg,,Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCC1=O
../drug-diffuser-0717/datasets/LactMed/Torsemide.jpg,,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1
../drug-diffuser-0717/datasets/LactMed/Ritonavir.jpg,,CC(C)c1nc(CNC(=O)C(CC(O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)N(C)C)c2cncs2)cs1
../drug-diffuser-0717/datasets/LactMed/Pyrazinamide.jpg,,NC(=O)c1cnccn1
../drug-diffuser-0717/datasets/LactMed/Aztreonam.jpg,,CC1C(NC(=O)C(=NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O
../drug-diffuser-0717/datasets/LactMed/dasiglucagon.jpg,,COC1C(O)CC2(C(=O)O)C3CCC(C)C3(O)CC3OC3(C(C)C=C3C(=O)OC4C(O)C(O)CCC34C)C2(C)C(O)C1CO
../drug-diffuser-0717/datasets/LactMed/orphenadrine.jpg,,Cc1ccccc1C(OCCN(C)C)c1ccccc1
../drug-diffuser-0717/datasets/LactMed/Topiramate.jpg,,CC1(C)OC2COC3(COS(N)(=O)=O)OC(C)(C)OC3C2O1
../drug-diffuser-0717/datasets/LactMed/Enoxaparin.jpg,,CC(=O)C1OC(OC2C(O)C(O)C(OS(=O)(=O)O)C(O)C2OS(=O)(=O)O)OC1C1OC(C(=O)O)C(O)C(O)C1(O)C(=O)O
../drug-diffuser-0717/datasets/LactMed/Ranitidine.jpg,,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
../drug-diffuser-0717/datasets/LactMed/Methoxsalen.jpg,,COc1c2ccoc2cc2ccc(=O)oc12
../drug-diffuser-0717/datasets/LactMed/Glimepiride.jpg,,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)C1=O
../drug-diffuser-0717/datasets/LactMed/Cinnarizine.jpg,,C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1
../drug-diffuser-0717/datasets/LactMed/Albendazole.jpg,,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1
../drug-diffuser-0717/datasets/LactMed/Bosentan.jpg,,COc1ccccc1Oc1c(NS(=O)(=O)c2ccccn2)nc(NCCO)nc1-c1ccc(C(C)(C)C)cc1
../drug-diffuser-0717/datasets/LactMed/Miconazole.jpg,,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
../drug-diffuser-0717/datasets/LactMed/Echothiophate.jpg,,CCOP(=O)(OCC)SCC[N+](C)(C)C
../drug-diffuser-0717/datasets/LactMed/Bisacodyl.jpg,,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1
../drug-diffuser-0717/datasets/LactMed/Clomipramine.jpg,,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21
../drug-diffuser-0717/datasets/LactMed/Mycophenolate.jpg,,COc1c(C)c(CC=C(C)CCC(=O)O)c2c(c1O)CCC(=O)OC2
../drug-diffuser-0717/datasets/LactMed/Iobenguane I 123.jpg,,NC(N)=NCc1cccc(I)c1
../drug-diffuser-0717/datasets/LactMed/Armodafinil.jpg,,NC(=O)CS(=O)C(c1ccccc1)c1ccccc1
../drug-diffuser-0717/datasets/LactMed/vardenafil.jpg,,CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12
../drug-diffuser-0717/datasets/LactMed/Tiagabine.jpg,,Cc1ccsc1C(=CCCN1CCCC(C(=O)O)C1)c1sccc1C
../drug-diffuser-0717/datasets/LactMed/Iothalamate.jpg,,CC(=O)Nc1c(I)c(C(=O)[O-])c(NC(C)=O)c(C(=O)[O-])c1I
../drug-diffuser-0717/datasets/LactMed/cefiderocol.jpg,,CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[N+]3(C)CCCC3C(=O)O)CSC12)c1ccc(O)c(N)c1)C1=NCCN1
../drug-diffuser-0717/datasets/LactMed/Technetium Tc 99m Ethylenedicysteine.jpg,,O=C([O-])C(CS)NCCNC(C(=O)[O-])C(=O)[O-]
../drug-diffuser-0717/datasets/LactMed/Cefuroxime.jpg,,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1ccco1
../drug-diffuser-0717/datasets/LactMed/Dasabuvir.jpg,,COc1c(-c2ccc(NS(C)(=O)=O)cc2)cc(-n2ccc3cc(=O)[nH]cc3c2=O)cc1C(C)(C)C
../drug-diffuser-0717/datasets/LactMed/Mexiletine.jpg,,Cc1cccc(C)c1OCC(C)N
../drug-diffuser-0717/datasets/LactMed/Valsartan.jpg,,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)O)C(C)C
../drug-diffuser-0717/datasets/LactMed/Lindane.jpg,,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
../drug-diffuser-0717/datasets/LactMed/Metformin.jpg,,CN(C)C(=N)N=C(N)N
../drug-diffuser-0717/datasets/LactMed/Rilpivirine.jpg,,Cc1cc(C=CC#N)cc(C)c1Nc1nccc(Nc2ccc(C#N)cc2)n1
../drug-diffuser-0717/datasets/LactMed/Telmisartan.jpg,,CCCc1nc2c(-c3nc4ccccc4n3C)cccc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1
../drug-diffuser-0717/datasets/LactMed/Carvedilol.jpg,,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12
../drug-diffuser-0717/datasets/LactMed/Sodium Pertechnetate Tc 99m.jpg,,O=[N+]([O-])S(=O)(=O)[O-]
../drug-diffuser-0717/datasets/LactMed/etizolam.jpg,,CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl
../drug-diffuser-0717/datasets/LactMed/Encorafenib.jpg,,COC(=O)NC(C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1
../drug-diffuser-0717/datasets/LactMed/Pasireotide.jpg,,NCCCC1NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)c2ccc(cc2)C=C(c2ccccc2)NC(=O)C1NCCO
../drug-diffuser-0717/datasets/LactMed/Netarsudil.jpg,,Cc1ccc(C(=O)OCc2ccc(C(CN)C(=O)Nc3ccc4cnccc4c3)cc2)c(C)c1
../drug-diffuser-0717/datasets/LactMed/Caffeine.jpg,,Cn1c(=O)c2c(ncn2C)n(C)c1=O
../drug-diffuser-0717/datasets/LactMed/Nizatidine.jpg,,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1
../drug-diffuser-0717/datasets/LactMed/Tigecycline.jpg,,CN(C)Cc1cc(NC(=O)C(C)(C)C)c2c(c1O)C(O)=C1C(=O)C3(O)C(O)=C(C(N)=O)C(=O)C(N(C)C)C3CC1C2
../drug-diffuser-0717/datasets/LactMed/Axitinib.jpg,,CNC(=O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)n[nH]c2c1
../drug-diffuser-0717/datasets/LactMed/Ponatinib.jpg,,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12
../drug-diffuser-0717/datasets/LactMed/Apixaban.jpg,,COc1ccc(-n2nc(C(N)=O)c3c2CCN(c2ccc(N4CCCCC4=O)cc2)C3=O)cc1
../drug-diffuser-0717/datasets/LactMed/Imatinib.jpg,,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
../drug-diffuser-0717/datasets/LactMed/Cladribine.jpg,,Nc1nc(Cl)nc2c1ncn2C1OC(N)CC1O
../drug-diffuser-0717/datasets/LactMed/Calcitriol.jpg,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O
../drug-diffuser-0717/datasets/LactMed/Metyrapone.jpg,,CC(C)(C(=O)c1cccnc1)c1cccnc1
../drug-diffuser-0717/datasets/LactMed/Allopurinol.jpg,,O=c1[nH]cnc2[nH]ccc12
../drug-diffuser-0717/datasets/LactMed/Pitavastatin.jpg,,O=C(O)CC(O)CC(O)C=Cc1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1
../drug-diffuser-0717/datasets/LactMed/Methylprednisolone.jpg,,CC1CC2C(CCC3(O)C2CC(=O)C3(C)C)C2(C)C=CC(=O)C=C2C1(O)CO
../drug-diffuser-0717/datasets/LactMed/Olsalazine.jpg,,O=C(O)c1cc(N=Nc2ccc(O)c(C(=O)O)c2)ccc1O
../drug-diffuser-0717/datasets/LactMed/favipiravir.jpg,,NC(=O)c1nc(F)c[nH]c1=O
../drug-diffuser-0717/datasets/LactMed/Entecavir.jpg,,C=C1C(O)C(CO)OC1n1cnc2c(=O)[nH]c(N)nc21
../drug-diffuser-0717/datasets/LactMed/Flutemetamol F 18.jpg,,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1F
../drug-diffuser-0717/datasets/LactMed/Demeclocycline.jpg,,CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)c3c(c(O)c4c(Cl)ccc(O)c4c3O)CC12
../drug-diffuser-0717/datasets/LactMed/pomalidomide.jpg,,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O
../drug-diffuser-0717/datasets/LactMed/ripretinib.jpg,,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21
../drug-diffuser-0717/datasets/LactMed/Metolazone.jpg,,Cc1ccccc1N1C(=O)c2cc(Cl)c(S(N)(=O)=O)cc2NC1C
../drug-diffuser-0717/datasets/LactMed/Tipranavir.jpg,,CCCC(CCc1cccc(O)c1)(C1=C(O)CC(CC)C(NS(=O)(=O)c2ccc(C(F)(F)F)cc2)C1)c1ccccn1
../drug-diffuser-0717/datasets/LactMed/Desloratadine.jpg,,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1
../drug-diffuser-0717/datasets/LactMed/Acesulfame.jpg,,CC1=CC(=O)NS(=O)(=O)O1
../drug-diffuser-0717/datasets/LactMed/Bendamustine.jpg,,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21
../drug-diffuser-0717/datasets/LactMed/Daclatasvir.jpg,,CNC(C(=O)N1CCCC1c1ncc(-c2ccc(-c3cnc(C4CCCN4C(=O)C(NC(=O)OC)C(C)C)c(C)c3)cc2)[nH]1)C(C)C
../drug-diffuser-0717/datasets/LactMed/Fondaparinux.jpg,,COC1C(O)CC(OS(=O)(=O)O)C(C2OC3C(OS(=O)(=O)O)C(O)C(C(=O)O)C3O2)=C2C(=[N+]([O-])O)C(=O)NC(N)C2C1O
../drug-diffuser-0717/datasets/LactMed/Nimodipine.jpg,,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
../drug-diffuser-0717/datasets/LactMed/Felodipine.jpg,,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl
../drug-diffuser-0717/datasets/LactMed/Intrauterine Levonorgestrel.jpg,,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC
../drug-diffuser-0717/datasets/LactMed/Liraglutide.jpg,,CC=C1CC(O)CCC2C(OC(=O)c3cc4c(o3)CCCC4)NC3C=C(C)C(c4cc(OC)c5c(c4)C(=O)O5)CC3(O)C1C(C)C(O)C2CO
../drug-diffuser-0717/datasets/LactMed/Ioflupane I 123.jpg,,CCC(=O)C1C2CCC(C2)N1Cc1ccc(OC)cc1CCF
../drug-diffuser-0717/datasets/LactMed/Olodaterol.jpg,,COc1ccc(CC(C)(C)NCC(O)c2cc(O)cc3c2OCC(=O)N3)cc1
../drug-diffuser-0717/datasets/LactMed/oxaliplatin.jpg,,CCCC([NH3+])C1CCCCC1NC(=O)C(=O)O
../drug-diffuser-0717/datasets/LactMed/Mepivacaine.jpg,,Cc1cccc(C)c1NC(=O)C1CCCCN1C
../drug-diffuser-0717/datasets/LactMed/Canagliflozin.jpg,,Cc1ccc(-c2ccc(Cc3ccc(F)cc3)s2)c(C2OC(CO)C(O)C(O)C2O)c1
../drug-diffuser-0717/datasets/LactMed/Praziquantel.jpg,,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1
../drug-diffuser-0717/datasets/LactMed/Amisulpride.jpg,,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC
../drug-diffuser-0717/datasets/LactMed/Insulin.jpg,,CC1Cc2cc(ccc2O)CC2OC2(C(=O)C2CCCN2)C(C)Cc2cc(ccc2O)-c2cc3c(O)n2C(C)C=CC(CC3O)OC1=O
../drug-diffuser-0717/datasets/LactMed/Moclobemide.jpg,,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1
../drug-diffuser-0717/datasets/LactMed/Aripiprazole.jpg,,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4F)CC3)cc2N1
../drug-diffuser-0717/datasets/LactMed/ponesimod.jpg,,CCCN=C1SC(=Cc2ccc(OCC(O)CO)c(Cl)c2)C(=O)N1c1ccccc1C
../drug-diffuser-0717/datasets/LactMed/Lurasidone.jpg,,O=C1C2C3CCC(C3)C2C(=O)N1CC1CCCCC1CN1CCN(c2nsc3ccccc23)CC1
../drug-diffuser-0717/datasets/LactMed/Probenecid.jpg,,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1
../drug-diffuser-0717/datasets/LactMed/Trientine.jpg,,NCCNCCNCCN
../drug-diffuser-0717/datasets/LactMed/Zanamivir.jpg,,CC(=O)NC1C(N=C(N)N)C=C(C(=O)O)OC1C(O)C(O)CO
../drug-diffuser-0717/datasets/LactMed/tucatinib.jpg,,Cc1cc(Nc2ncnc3ccc(NC4=CC(C)(C)OC4)cc23)ccc1Oc1ccn2ncnc2c1
../drug-diffuser-0717/datasets/LactMed/Nystatin.jpg,,CC1CC2=CC(O)CC(CC(C)CC(O)CC=CC(C)C(O)CCC=CC#CC(OC3OC(CNC(=O)O)C(O)C(O)C3O)C1)C2O
../drug-diffuser-0717/datasets/LactMed/Florbetaben F 18.jpg,,CNc1ccc(C=Cc2ccc(OCCOCCOCCO)cc2)cc1
../drug-diffuser-0717/datasets/LactMed/Pyrimethamine.jpg,,CCc1nc(N)cc(-c2ccc(Cl)cc2)c1N
../drug-diffuser-0717/datasets/LactMed/lusutrombopag.jpg,,CCCCCCC(C)Oc1cccc(-c2csc(NC(=O)c3cc(Cl)c(C=C(C)C(=O)O)c(Cl)c3)n2)c1OC
../drug-diffuser-0717/datasets/LactMed/Levonorgestrel Implant.jpg,,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21CC
../drug-diffuser-0717/datasets/LactMed/Tazarotene.jpg,,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1
../drug-diffuser-0717/datasets/LactMed/Tolterodine.jpg,,Cc1ccc(O)c(C(CCN(c2ccccc2)C(C)C)C(C)C)c1
../drug-diffuser-0717/datasets/LactMed/Indinavir.jpg,,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O
../drug-diffuser-0717/datasets/LactMed/periciazine.jpg,,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2
../drug-diffuser-0717/datasets/LactMed/Lithium.jpg,,CC1CCC=CC1CBr
../drug-diffuser-0717/datasets/LactMed/Tapentadol.jpg,,CCC(c1cccc(O)c1)C(C)CN(C)C
../drug-diffuser-0717/datasets/LactMed/Quetiapine.jpg,,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1
../drug-diffuser-0717/datasets/LactMed/Perindopril.jpg,,CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)OCC
../drug-diffuser-0717/datasets/LactMed/Diflunisal.jpg,,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O
../drug-diffuser-0717/datasets/LactMed/Adefovir.jpg,,Nc1ncnc2c1ncn2CCOCP(=O)(O)O
../drug-diffuser-0717/datasets/LactMed/Beclomethasone.jpg,,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
../drug-diffuser-0717/datasets/LactMed/dapivirine.jpg,,Cc1cc(C)c(Nc2nccc(Nc3ccc(C#N)cc3)n2)c(C)c1
../drug-diffuser-0717/datasets/LactMed/imiquimod.jpg,,CC(C)Cn1cnc2c(N)nc3ccccc3c21
../drug-diffuser-0717/datasets/LactMed/Atazanavir.jpg,,COC(=O)NC(C(=O)NC(Cc1ccc(-c2ccccc2)cc1)C(O)CN(NC(=O)OCc1ccccn1)C(C)(C)C)C(C)(C)C
../drug-diffuser-0717/datasets/LactMed/Glucosamine.jpg,,NC1C(O)OC(CO)C(O)C1O
../drug-diffuser-0717/datasets/LactMed/Nifurtimox.jpg,,CC1CS(=O)(=O)CCN1N=Cc1ccc([N+](=O)[O-])o1
../drug-diffuser-0717/datasets/LactMed/Tezacaftor and Ivacaftor.jpg,,CC(C)(C)c1ccc2c(=O)n(Cc3cc(C(C)(C)C)c(C(O)c4ccccc4F)cc3-c3cc4cc(C5(O)CC5)ccc4[nH]3)c(=O)[nH]c2c1
../drug-diffuser-0717/datasets/LactMed/Progesterone.jpg,,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
../drug-diffuser-0717/datasets/LactMed/Ibandronate.jpg,,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O
../drug-diffuser-0717/datasets/LactMed/Technetium Tc 99m Medronate.jpg,,O=P(O)(O)CP(=O)(O)O
../drug-diffuser-0717/datasets/LactMed/Sertraline.jpg,,CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21
../drug-diffuser-0717/datasets/LactMed/Sevoflurane.jpg,,FCOC(C(F)(F)F)C(F)(F)F
